date,dist,co,no2,o3,so2,ch4,hcho
2019-02-28,q1,0.044012606143951416,8.287310629384592e-05,0.11822725832462311,0,0,0.00014119877596385777
2019-03-01,q1,0.04992613196372986,8.90680676093325e-05,0.11911017447710037,0,0,0.0002724863006733358
2019-03-02,q1,0.04167216271162033,0,0.1163996234536171,0.00024633461725898087,0,0.00025258606183342636
2019-03-03,q1,0.041039545089006424,4.2844010749831796e-05,0.11602446436882019,0,0,0.0001927101839100942
2019-03-04,q1,0.043239906430244446,6.347567978082225e-05,0.11627306044101715,0,0,0.00022250754409469664
2019-03-05,q1,0.03605484962463379,8.678912854520604e-05,0.1131814643740654,0,0,0.0002012571058003232
2019-03-06,q1,0.033734556287527084,6.836935790488496e-05,0.11371289938688278,0.00039737322367727757,0,0.0003023695608135313
2019-03-07,q1,0.04392944648861885,9.749352466315031e-05,0.11563245207071304,0.0007605798309668899,0,0.0003535220166668296
2019-03-08,q1,0.04083539545536041,5.6047196267172694e-05,0.11382725834846497,0,0,0.00047145484131760895
2019-03-09,q1,0.04685484990477562,8.079403778538108e-05,0.11354676634073257,0,0,0.00014705235662404448
2019-03-10,q1,0.03716321289539337,5.837014032294974e-05,0.11184240132570267,0,0,0.00042286180541850626
2019-03-11,q1,0.06491822749376297,0.00013512220175471157,0.11411711573600769,0,0,0.0008116600220091641
2019-03-12,q1,0,0,0.11290252208709717,0,0,0
2019-03-13,q1,0.04752261936664581,7.195108628366143e-05,0.11311928182840347,0.0005183772882446647,0,0.00012344519200269133
2019-03-14,q1,0.04823378846049309,0,0.11225820332765579,0,0,0.0001491349539719522
2019-03-15,q1,0.05768032744526863,0.0001661993155721575,0.11324261873960495,0.00017463027324993163,0,0.0003535162250045687
2019-03-16,q1,0.07164240628480911,0.00011689797247527167,0.11550930142402649,0,0,0.0004504375683609396
2019-03-17,q1,0.06584259867668152,0,0.11338162422180176,0,0,0.00019960427016485482
2019-03-18,q1,0.05046623945236206,5.8609839470591396e-05,0.1148805096745491,0.0002977546537294984,0,0.00033306825207546353
2019-03-19,q1,0.0368461087346077,5.4857813665876165e-05,0.11063358932733536,0,0,0.00030971263186074793
2019-03-20,q1,0,0,0.1097000390291214,0,0,0
2019-03-21,q1,0.04232838749885559,0,0.11172156035900116,0,0,0.0004889218835160136
2019-03-22,q1,0.050747767090797424,0,0.11110665649175644,0,0,0.0003502546751406044
2019-03-23,q1,0.03910619765520096,0,0.10886643081903458,0,0,0
2019-03-24,q1,0.0359901525080204,0,0.10828422009944916,0,0,0
2019-03-25,q1,0,0,0.10987182706594467,0.0003825958992820233,0,0.00015250233991537243
